Cores,TempF_0,CoreF_0,Mean_fut
7459,9.75,806,24.89517092
7460,18.15,6481,24.61264092
7461,9.97,815,24.74191136
7462,9.97,815,24.24681206
7463,9.97,815,24.15253433
7464,19.04,7225,23.33519373
7465,9.75,806,24.71730444
7473,20.96,7473,24.20570843
7474,16.36,5947,25.11640869
7475,9.97,815,25.17941883
7476,-0.93,3879,26.71713393
7477,-0.93,3879,27.258431
7479,22.11,7479,24.84704886
7480,21.89,7349,24.77182283
7481,5.41,11696,26.296721
7482,-0.93,3879,26.44223715
7483,5.41,11696,26.2447438
7484,14.19,3495,26.09139646
7485,13.33,2691,26.52331824
7486,17.18,5335,26.33013984
7487,5.41,11696,26.25626108
7489,19.2,6535,26.18743586
7490,9.44,14539,26.03023771
7492,11.08,2283,26.10603181
7493,21.81,7254,26.0182958
7495,8.49,13757,26.07535552
7496,8.49,13757,25.5230003
7497,22.67,7497,25.99673842
7498,22.62,7498,26.20331416
7499,22.73,7499,26.24386929
7500,22.8,7500,26.1699408
7501,20.27,6967,26.00740489
7502,9.75,806,26.09602388
7503,9.75,806,25.98729685
7505,9.75,806,26.02661018
7506,19.97,7311,24.13409656
7508,9.75,806,25.91685951
7509,8.49,13757,25.10762473
7510,22.38,7510,25.10387483
7512,22.08,7512,24.8272906
7513,22.29,7513,25.03035799
7514,20.3,7514,23.80615045
7515,22.22,7515,25.53396547
7521,20.52,7521,24.00568759
7522,22.41,7522,25.02628828
7524,19.96,7375,23.63791397
7525,9.75,806,25.17362929
7526,22.32,7526,25.03114445
7527,22.17,7527,24.90196101
7528,22.19,7528,24.92538023
7529,22.36,7529,25.10175088
7531,9.75,806,25.91383414
7532,22.29,7532,25.02522221
7533,22.4,7533,25.13355035
7534,22.09,7534,24.81970645
7535,22.39,7535,25.11396186
7536,22.05,7536,24.8212853
7537,22.18,7537,24.90553101
7538,9.75,806,25.70806592
7539,22.4,7539,25.1026563
7540,22.36,7540,25.08961968
7541,22.77,7541,25.42730001
7542,22.54,7542,25.22242427
7543,22.42,7543,25.12021034
7544,22.24,7544,24.9465526
7545,22.48,7545,25.18564559
7546,22.46,7546,25.17016446
7547,22.31,7547,25.00332241
7548,22.56,7548,25.2252483
7549,22.49,7549,25.16720982
7550,22.43,7550,25.107233
7551,22.47,7551,25.13042342
7552,22.38,7552,25.03873558
7553,22.79,7553,25.44047544
7554,22.3,7554,24.96400916
7555,8.49,13757,24.72684165
7556,22.82,7556,25.4688656
7557,22.92,7557,25.57091678
7558,22.36,7558,25.05300337
7559,22.3,7559,24.96877342
7560,19.67,7560,23.08719749
7561,22.54,7561,25.19497175
7562,22.4,7562,25.06722021
7563,22,7406,25.22037179
7564,22.92,7564,25.5617126
7565,22.51,7565,25.21257712
7566,22.53,7566,25.21847026
7567,21.67,7381,25.52730963
7568,22.58,7568,25.23187569
7571,21.75,7402,25.71773973
7573,22.69,7573,25.345576
7574,22.8,7574,25.45008498
7575,17.33,5917,25.2993695
7577,22.95,7577,25.56301206
7578,22.99,7578,25.60758257
7580,21.99,7407,25.15866028
7581,22.28,7581,25.39369182
7582,22.32,7582,25.47458898
7585,22.84,7585,25.47757669
7586,8.49,13757,24.50302101
7587,22.72,7587,25.35613697
7588,22.71,7588,25.35789326
7593,21.38,7593,24.86183858
7595,22.85,7595,25.48262989
7596,19.19,7189,23.9900618
7597,14.78,4541,25.21451222
7600,22.84,7600,25.46306905
7601,21.97,7412,25.24479799
7602,21.95,7420,25.3229128
7603,21.85,7433,25.76750038
7605,23,7605,25.61576617
7607,22.44,7607,25.59197367
7610,22.91,7610,25.52807471
7611,22.36,7611,25.43479406
7612,22.3,7612,25.40483481
7613,22.59,7613,25.68314287
7614,9.97,815,24.91405939
7615,14.78,4541,25.73749234
7616,14.78,4541,25.64531853
7617,19.99,7435,25.4052413
7619,14.78,4541,25.84643366
7623,18.15,6481,25.40277253
7625,14.78,4541,25.2754444
7627,21.4,7726,25.83146565
7631,22.67,7631,25.72188811
7636,21.1,7216,25.64544447
7637,21.87,7637,24.31750023
7638,20.65,7455,25.26442458
7639,22.84,7639,25.9300069
7641,18.15,6481,25.61066797
7645,22.99,7645,26.02111162
7646,9.97,815,25.38509636
7647,9.97,815,24.78155569
7648,21.1,7216,25.63931348
7650,9.97,815,25.31439486
7651,8.49,13757,24.52919049
7653,9.97,815,25.07031116
7654,9.97,815,26.48887492
7655,21.77,7655,25.09245261
7656,-0.93,3879,27.68024401
7657,23.3,7657,25.94326646
7658,23.12,7658,25.76386415
7659,5.41,11696,26.94977635
7660,5.41,11696,26.86104874
7661,5.41,11696,26.92513826
7662,11.08,2283,26.61932952
7664,19.2,6535,26.67128156
7666,19.2,6535,26.91384066
7668,8.49,13757,26.65072378
7670,8.49,13757,26.84418821
7671,22.06,7671,25.5499271
7672,9.75,806,26.91096036
7673,23.41,7673,26.86751284
7675,8.49,13757,25.97085536
7677,22.22,7515,27.04292013
7678,9.75,806,26.92832177
7679,23.72,7679,27.15407812
7680,23.54,7680,26.73885266
7683,23.88,7683,27.3506993
7684,23.65,7684,27.09746006
7687,22.92,7564,25.67765324
7688,8.49,13757,25.67262109
7689,22.41,7522,25.37414078
7691,9.75,806,26.49581962
7694,22.95,7694,25.6385
7695,8.49,13757,25.68168561
7696,23.11,7696,25.74472767
7697,23.38,7697,25.984845
7698,23.04,7698,25.69924763
7699,23.91,7699,26.35095224
7701,23.34,7701,25.96903246
7702,22.99,7578,25.80952052
7705,21.85,7433,26.45586328
7707,9.75,806,26.42199863
7708,23.4,7708,25.9647198
7709,23,7605,25.70888054
7710,23.26,7710,25.81269017
7711,23.81,7711,26.32107415
7712,22.95,7577,25.66532985
7713,23.41,7713,25.94338776
7715,21.85,7433,26.35450637
7717,9.75,806,26.42771646
7718,23.62,7718,26.0637885
7720,14.78,4541,26.5338306
7722,22.5,7722,24.93803024
7724,14.78,4541,26.31336097
7726,21.4,7726,24.76818385
7727,22.41,7727,25.77773026
7729,8.49,13757,25.6088957
7733,22.99,7645,26.08118471
7736,9.97,815,26.27427365
7738,9.97,815,26.30288169
7739,21.87,7637,24.81750023
7740,21.77,7655,25.99121596
7743,8.49,13757,25.45745962
7746,22.64,7746,25.06368317
7747,9.75,806,27.64478499
7750,23.91,7699,26.44802941
7752,9.97,815,27.45970609
7754,23.62,7718,26.41455519
7755,24.2,7755,26.6335
7757,3.2,7757,6.471405494
7758,0.74,3709,5.48945493
7761,2.56,7761,6.366289931
7762,-1.69,14645,5.925152239
7763,0.3,9316,6.669571239
7764,0.3,9316,6.209656146
7765,1.71,3717,6.192359034
7766,1.15,3713,5.528006387
7767,-0.59,14736,5.58705974
7768,-0.61,14749,5.069522181
7769,-0.14,14739,6.023742457
7770,1.1,3707,5.019473479
7771,1.1,3707,5.427798694
7772,-1,14746,5.217732539
7774,-1.1,14643,6.572134721
7775,0.3,9316,6.247007524
7776,2.85,7776,6.027771527
7777,-0.59,14736,5.561234412
7778,2.82,7778,6.625371335
7780,-1.1,14643,6.440217951
7781,-1.1,14643,6.349288489
7782,1.28,3719,5.537743344
7783,0.3,9316,6.298951511
7785,0.22,9321,5.755251021
7786,0.85,3723,5.336305602
7787,0.99,7787,4.120906963
7788,-1.69,14645,4.876704166
7789,-1.56,14647,5.722701813
7790,-1.69,14645,5.937873212
7791,2.51,7791,6.577077541
7792,-0.14,14739,5.775916822
7793,2.94,7793,6.519207003
7795,-1.1,14643,6.076165081
7796,2.52,7796,5.330415559
7797,2.88,7797,6.539825446
7798,1.66,7798,5.019447638
7799,1.91,7799,5.273848559
7800,2.16,7800,5.548818776
7801,2.5,7801,6.552465526
7805,-1.1,14643,6.278118739
7806,2.64,7806,6.871021351
7807,-1.1,14643,6.41589476
7809,-1.1,14643,6.402958218
7812,2.04,7812,6.137306377
7813,-1.1,14643,6.60168328
7814,0.64,3742,5.733925302
7816,2.8,7816,6.472110348
7817,-1.1,14643,6.352351084
7818,0.91,3775,5.142966889
7819,2.85,7819,6.77446355
7820,2.99,7820,6.875853219
7821,2.72,7821,6.835514849
7822,2.11,7822,5.642822564
7823,2.49,7823,6.30251637
7825,-1.1,14643,6.0137618
7827,2.6,7827,6.115691161
7828,2.73,7828,6.282805515
7829,2.68,7829,6.257787249
7830,2.65,7830,6.681613668
7831,1.28,3786,5.983400149
7832,1.16,3757,5.30381016
7833,2.25,7833,6.351564349
7835,1.78,7835,5.32277106
7836,2.21,7836,6.297463848
7837,-1.1,14643,6.20971543
7838,2.77,7838,6.69678138
7839,2.74,7839,6.752880964
7840,2.63,7840,6.192080139
7841,0.91,3772,5.539265852
7844,2.24,7844,5.808225948
7845,0.73,3749,6.531806855
7846,2.71,8140,6.023007413
7847,2.99,7847,6.849150604
7848,2.35,7848,5.359195419
7849,2.74,7849,6.76525451
7850,2.93,7850,6.943870442
7852,2.15,7852,5.708885239
7853,1.25,7853,4.812101068
7854,2.36,7854,5.912843217
7855,2.89,8167,6.789265731
7856,1.56,3767,5.980363226
7857,2.25,7857,6.200871206
7858,3.01,7858,6.896660294
7860,-3.83,14754,5.699710925
7861,2.21,7861,5.247488972
7862,2.42,7862,5.476522791
7863,-0.45,3774,5.218586628
7864,2.17,7864,5.181677561
7865,-0.45,14737,6.080186791
7867,2.09,7867,6.13335616
7869,2.83,7869,6.851976487
7870,2.8,7870,6.594621861
7871,3.01,7871,7.222889774
7872,1.13,3813,5.663736413
7873,2.88,7873,6.905346395
7874,2.29,7874,6.319716253
7875,2.99,7875,6.997521196
7876,2.82,7876,6.837902711
7877,2.79,7877,6.791669285
7878,2.54,7878,6.529838834
7879,2.84,7879,6.7951939
7880,0.21,9373,6.010713705
7881,-1.11,14789,6.099246132
7882,2.58,7882,6.164225334
7883,2.32,7883,5.914980935
7884,2.38,7884,5.971128509
7885,2.92,7885,6.868249209
7886,2.9,7886,6.976120927
7887,1.6,3791,6.555473773
7888,2.83,7888,6.808716228
7889,2.79,7889,6.798853717
7890,2.37,7890,6.18338511
7892,2.93,7892,6.904650634
7893,1.01,3800,5.793153878
7894,0.36,9381,5.828448411
7895,0.14,9365,6.091574111
7896,2.8,7896,6.755225156
7897,2.61,7897,6.56740546
7898,-2.87,14709,6.120254636
7899,2.93,7899,6.898222853
7900,2.96,7900,6.924266853
7901,2.02,7901,5.837022582
7902,2.66,7902,6.47500037
7903,2.62,7903,6.431212595
7904,2.18,7904,6.104017072
7905,-5.29,14735,6.602852565
7906,1.05,3798,5.664143209
7907,1.84,7907,5.537836989
7908,0.45,3803,5.486224066
7909,2.14,7909,6.091822919
7910,-1.23,14757,6.180179614
7911,-1.11,14789,6.229266792
7912,-2.79,14703,6.501579332
7913,2.08,7913,5.98657545
7914,0.99,3804,6.158505455
7915,1.36,3795,6.057155472
7916,-3.96,14732,6.461579832
7917,1.24,3802,5.809624429
7918,1.62,7918,5.398472433
7919,0.22,3792,5.712373807
7920,2.42,7920,6.196224922
7921,-1.15,14770,6.117127107
7922,2.62,7922,6.554563277
7923,-3.96,14732,6.487326219
7924,-3.96,14732,6.224421669
7925,-1.41,14651,6.278810754
7926,0.08,9370,5.583001107
7927,0.75,3811,5.039679537
7928,-1.41,14651,6.856935373
7929,2.27,7929,6.02022148
7931,1.12,3812,5.76815152
7932,-0.42,7932,2.712326231
7933,2.82,7933,6.068824437
7934,0.18,9452,6.183001294
7935,1.41,7935,5.20325204
7936,-3.96,14732,6.544417219
7937,-2.79,14703,6.448822793
7938,1.94,7938,5.878976141
7939,1.95,7939,5.574937012
7940,-3.96,14732,6.454287354
7941,1.62,7941,5.476723821
7942,-1.11,14789,5.740021893
7943,1.6,7943,5.727634196
7946,-3.79,14730,6.222001962
7947,-2.87,14709,6.279969757
7948,-1.41,14651,6.327287548
7951,-2.87,14709,5.965086749
7952,-3.96,14732,6.730157417
7953,1.14,3838,6.294249966
7954,-3.96,14732,6.290564128
7956,2.87,7956,6.912694372
7957,1.49,3823,6.213202073
7958,2.51,7958,6.553341404
7959,1.76,7959,5.824918089
7960,-5.29,14735,6.540671309
7961,-3.96,14732,6.69523246
7962,-5.29,14735,6.291364908
7964,-1.74,14662,6.684756831
7965,1.54,7965,5.566585439
7966,2.41,7966,6.319595783
7967,-5.29,14735,6.203968989
7968,-1.48,14678,6.353027643
7969,-1.48,14678,6.420731384
7970,1.95,7970,5.704625033
7971,2.21,7971,6.195067024
7972,-0.79,14798,6.348877777
7974,2.34,7974,6.493248902
7975,1.42,3850,5.926304472
7978,1.79,7978,5.896164023
7979,1.59,7979,5.665031344
7980,2.73,7980,6.830717292
7982,-1.48,14678,6.657388627
7983,2.03,7983,6.21595775
7984,-1.64,14654,6.599852001
7985,2.41,7985,6.601008218
7987,2.72,7987,6.890492948
7988,2.43,7988,6.615625876
7990,-2.91,14693,6.545763717
7991,1.05,3856,6.557966578
7992,-2.91,14693,6.619052344
7993,-1.74,14662,6.823328879
7994,1.73,7994,5.822015128
7995,1.69,7995,5.875618833
7997,1.45,3861,6.495732758
7999,-2.1,14687,6.545061835
8000,-2.91,14693,6.372599442
8002,-2.91,14693,6.363093076
8003,-2.91,14693,6.78516676
8004,-2.94,14721,6.389994384
8005,-1.62,14813,6.418156723
8006,-2.91,14693,6.443165577
8007,0.14,9426,5.992744028
8008,1.14,3855,6.410849974
8009,0.51,3872,6.194053991
8010,1.24,8010,5.007886485
8012,-0.93,3879,4.758481756
8013,1.4,3882,6.096216152
8014,-2.51,14720,6.337136031
8019,-2.91,14693,6.399039466
8020,2.09,8020,6.196084917
8024,1.03,8024,5.181891462
8025,-2.68,14725,6.785051034
8026,-2.68,14725,6.359917973
8027,1,8027,5.157017524
8028,0.66,3881,5.803793515
8030,0.64,3873,6.169590475
8031,0.85,8031,4.549756329
8032,-0.72,14771,5.782595289
8033,-0.61,14825,6.193858302
8034,-2.68,14725,6.197302799
8037,1.73,8037,5.870147139
8038,0.14,9417,6.172027745
8039,-2.68,14725,7.036444751
8041,2.06,8041,6.174975759
8042,2.39,8042,6.497532679
8043,-3.14,14712,6.627695533
8045,0.7,3902,6.046573289
8046,1.3,3890,6.351874662
8047,-1.62,14813,6.096610086
8048,-2.68,14725,6.218440108
8049,-2.78,14723,6.48896978
8050,-1.81,14685,6.386452317
8051,-2.68,14725,6.59777892
8053,-2.68,14725,6.689964996
8054,-2.68,14725,6.600701159
8055,-1.29,14818,6.380835539
8056,-2.68,14725,6.721060024
8058,-2.18,14837,6.286124479
8060,-2.78,14723,6.638030384
8061,-1.81,14685,6.271590102
8063,-2.78,14723,6.438335757
8067,-2.78,14723,6.25284756
8068,-2.78,14723,6.443680635
8070,2.25,8070,6.296028302
8071,1.85,8071,5.895112759
8072,-0.37,9451,6.344521847
8073,2.38,8073,6.44526814
8074,2.07,8074,6.12689527
8077,9.75,806,28.7318008
8080,25.51,8080,28.89823869
8082,-0.59,14736,6.504813398
8083,0.3,9316,7.039570418
8084,0.74,3709,6.772141368
8086,-1.1,14643,7.13361321
8087,3.84,8087,7.266337694
8088,0.3,9316,6.611227794
8089,0.3,9316,7.408111924
8090,-1.69,14645,7.135609929
8092,3.14,8092,6.738706989
8093,2.66,8093,6.107953285
8094,0.3,9316,6.82601004
8095,3.16,8095,5.969283042
8096,-1.69,14645,6.932149935
8098,-0.59,14736,6.779582979
8099,3.02,8099,6.319967157
8101,3.19,8101,7.476013527
8104,-0.59,14736,6.607860985
8105,2.52,7796,5.96460288
8106,3.85,8106,7.468125394
8107,1.97,8107,5.397029111
8108,3.25,8108,6.608169237
8109,2.16,7800,6.548255974
8111,3.39,8111,7.612435577
8115,-3.83,14754,6.195886105
8116,3.19,8116,6.257524205
8117,2.6,7827,6.746699663
8118,3.45,8118,6.832873283
8121,1.16,3757,6.440185731
8124,-1.1,14643,6.694541354
8126,-1.1,14643,7.001979965
8128,3.29,8128,7.415203003
8129,2.68,7829,7.110131486
8130,2.24,8130,5.315404813
8131,0.3,9316,7.290954668
8134,0.3,9316,7.427560258
8135,3.59,8135,7.196474291
8136,3.11,8136,6.692560235
8137,2.39,8137,6.58064733
8138,0.3,9316,7.513078428
8139,3.37,8139,6.912855635
8140,2.71,8140,5.81543182
8141,3.09,8141,6.146563756
8142,-1.1,14643,7.096977666
8143,-1.1,14643,7.208405895
8144,-1.1,14643,7.569551552
8145,3.6,8145,7.604187776
8146,3.42,8146,6.987318678
8147,-1.1,14643,7.463619148
8148,0.3,9316,7.329715417
8149,3.38,8149,6.938745513
8150,1.78,7835,6.787175058
8152,2.32,8152,5.887346772
8153,-1.1,14643,7.29806315
8154,3.1,8154,6.644083515
8155,2.15,7852,6.740809685
8156,-3.83,14754,6.761114136
8157,3.44,8157,7.239268418
8158,2.21,7861,6.322235547
8160,2.83,7869,7.060499848
8161,-0.45,3774,6.55674871
8162,2.17,7864,6.423480011
8163,3.84,8163,7.754255592
8164,2.89,8167,6.893823377
8165,3.3,8165,7.078004603
8166,3.77,8166,7.600163847
8167,2.89,8167,6.756576585
8168,3.18,8168,7.041585649
8170,3.93,8170,7.742835975
8171,3.57,8171,7.445572959
8172,3.39,8172,7.293421767
8173,3.89,8173,7.756877074
8174,-1.1,14643,7.129219761
8175,3.23,8175,7.264329448
8176,3.46,8176,7.264978848
8177,3.9,8177,7.822332957
8180,1.25,7853,6.492698356
8181,3.31,8181,6.868194247
8183,-1.41,14651,7.205272078
8184,3.52,8184,7.468764719
8185,3.4,8185,7.277857745
8186,1.56,3767,7.102345409
8187,3.57,8187,7.18098057
8188,3.99,8188,7.682745667
8189,3.48,8189,7.052299605
8190,1.05,3798,7.235041455
8191,3.72,8191,7.44081806
8192,3.84,8192,7.543526845
8193,3.99,8193,7.68966322
8194,3.99,8194,7.744322594
8195,2.92,8195,5.923170808
8196,1.88,8196,4.935362932
8197,3.88,8197,7.721012781
8198,-1.1,14643,7.25524501
8199,2.93,7850,7.030949113
8200,2.74,7839,7.011192006
8202,2.92,7885,7.460975433
8204,3.43,8204,7.390458795
8205,3.36,8205,7.340661344
8206,3.64,8206,7.359922907
8207,3.44,8207,7.017358896
8208,-2.87,14709,7.247387957
8209,3.7,8209,7.559291073
8210,3.71,8210,7.598295386
8211,3.51,8211,7.438992644
8213,3.17,8213,7.137753578
8214,3.35,8214,7.267505131
8215,3.31,8215,7.201096045
8216,-2.87,14709,7.218425223
8217,2.82,7876,7.138750641
8218,3.81,8218,7.648854664
8219,3.6,8219,7.50680658
8220,2.65,7830,7.266945919
8221,2.79,7877,7.051383718
8223,3.57,8223,7.713469199
8224,-1.11,14789,7.004905155
8225,3.84,8225,7.388929031
8227,3.14,8227,7.106456002
8228,3.78,8228,7.618002771
8229,2.93,7899,7.040838431
8232,3.19,8232,7.143143054
8233,3.24,8233,7.152283503
8234,3.55,8234,7.437392813
8235,3.43,8235,7.318306896
8236,3.96,8236,7.819540084
8237,2.84,7879,7.234301006
8238,0.14,9365,7.403239168
8239,-0.45,14737,7.047867725
8240,0.36,9381,6.955824676
8241,2.46,8241,6.1266313
8243,-1.1,14643,7.279445562
8244,3.78,8244,7.799114663
8245,2.93,7892,6.994874645
8246,3.68,8246,7.676794453
8247,3.51,8247,7.324152369
8248,2.37,7890,7.01613399
8249,2.37,7890,7.093618738
8250,3.43,8250,7.384838602
8251,-1.11,14789,7.363346882
8252,1.36,3795,7.194382478
8253,3.29,8253,7.174154281
8254,-2.79,14703,7.352486364
8255,1.01,3800,6.964173339
8256,3.43,8256,7.387519398
8257,3.76,8257,7.685135062
8258,3.3,8258,7.190977939
8259,0.45,3803,7.074308761
8260,2.8,7896,7.101157023
8261,3.84,8261,7.950569423
8262,3.85,8262,7.938034171
8263,3.37,8263,7.332605331
8264,2.14,7909,6.921099652
8265,-1.23,14757,7.420725864
8266,2.62,7903,7.040583483
8267,3.69,8267,7.64254857
8268,3.71,8268,7.623270422
8269,3.61,8269,7.506586737
8270,3.48,8270,7.376904551
8271,-1.41,14651,8.358684505
8272,-1.41,14651,9.010015229
8273,-3.96,14732,8.001143851
8274,1.24,3802,7.155682396
8275,3.47,8275,7.215907776
8276,3.26,8276,7.067798928
8277,2.66,7902,7.07230334
8278,2.18,7904,7.415423687
8279,3.52,8279,7.331508504
8280,3.44,8280,7.384232368
8281,3.69,8281,7.646239939
8282,2.02,7901,7.344623142
8283,3.22,8283,7.016976294
8284,3.82,8284,7.75754328
8286,0.91,3775,6.434951457
8287,0.99,3804,7.17151222
8288,0.08,9370,6.726522034
8289,3.46,8289,7.263779787
8290,2.08,7913,7.157379509
8291,3.89,8291,7.846942012
8292,3.85,8292,7.810722946
8294,3.45,8294,7.433450315
8295,-2.79,14703,7.564753916
8297,3.7,8297,7.598035862
8298,3.87,8298,7.76838609
8299,3.64,8299,7.605314504
8301,0.99,3804,6.800885521
8302,3.59,8302,7.556112733
8303,3.44,8303,7.404410931
8304,3.93,8304,7.948988536
8305,3.95,8305,7.851978873
8306,0.99,3804,7.220087151
8307,3.92,8307,7.825686771
8308,2.59,8308,6.382279976
8309,3.97,8309,7.945666108
8310,3.88,8310,7.860855945
8311,3.8,8311,7.887708759
8312,3.63,8312,7.62130687
8313,3.95,8313,7.950896181
8314,2.42,7920,7.074594847
8315,0.22,3792,7.374693886
8316,3.9,8316,7.947013095
8317,3.93,8317,7.893818085
8318,3.89,8318,7.861458161
8320,3.9,8320,7.952896568
8321,1.62,7918,6.994456414
8322,0.22,3792,7.004425609
8323,3.92,8323,8.005958724
8325,-2.79,14703,7.573418775
8326,3.5,8326,7.062875551
8327,-3.96,14732,7.324901915
8328,3.91,8328,7.936550746
8329,3.87,8329,7.930025545
8330,3.76,8330,7.736046127
8331,3.96,8331,8.061538071
8332,0.22,3792,7.004232431
8333,-3.96,14732,7.502299829
8334,2.74,8334,6.429843601
8335,3.12,8335,6.694279796
8336,3.9,8336,7.454962858
8337,0.75,3811,6.239439903
8338,1.12,3812,7.112616982
8339,-1.41,14651,7.894290714
8340,1.41,7935,7.165315954
8342,-3.96,14732,7.968920034
8343,3.95,8343,8.017632204
8345,3.92,8345,7.966149488
8346,4.01,8346,7.998767516
8347,3.16,8347,6.955006443
8348,2.82,7933,6.180633317
8349,3.6,8349,6.664919196
8350,3.97,8350,8.020296726
8351,3.96,8351,7.94698401
8352,3.67,8352,7.602199686
8353,-2.79,14703,7.602616929
8354,4,8354,7.970922021
8355,3.92,8355,7.906360625
8356,-2.79,14703,7.579826364
8357,3.96,8357,7.994313543
8358,3.81,8358,7.733966261
8359,3.36,8359,6.920908148
8360,-2.79,14703,7.506112407
8361,-2.79,14703,7.228627194
8363,3.29,8363,6.384768242
8367,2.89,8367,6.278167651
8369,3.63,8369,7.229557993
8370,1.95,7939,6.274224527
8371,-3.96,14732,7.481177892
8372,3.55,8372,7.479971481
8373,-2.79,14703,7.641269585
8374,2.62,7922,7.473105276
8375,2.95,8375,6.797650252
8377,-0.42,7932,6.098088881
8378,-2.79,14703,7.618500868
8379,-3.79,14730,7.535928143
8380,-3.96,14732,7.624624492
8381,3.56,8381,7.028765032
8382,-2.79,14703,7.637314212
8383,-2.79,14703,8.316490443
8384,3.4,8384,6.45390336
8385,-1.62,14813,7.668987943
8387,-3.96,14732,7.452757199
8388,-2.79,14703,7.299898123
8390,1.14,3838,7.410893521
8391,2.51,7958,7.57891148
8392,1.14,3838,7.572874789
8393,2.74,8393,6.747221165
8394,3.42,8394,7.420401399
8395,1.49,3823,7.410467392
8396,-5.29,14735,7.736960227
8397,2.03,8397,6.078167176
8399,-3.96,14732,7.36631815
8400,-3.96,14732,6.99815623
8402,-5.29,14735,7.717710889
8403,-5.29,14735,7.501278259
8405,-1.48,14678,7.632363586
8406,-1.48,14678,7.413205395
8407,-1.48,14678,7.323051878
8408,3.22,8408,7.264143162
8409,3.57,8409,7.5366749
8410,1.59,7979,6.352148697
8411,2.21,7971,6.854402457
8412,2.18,8412,5.932894756
8413,3.59,8413,7.607868087
8414,-1.48,14678,7.479969279
8415,-1.74,14662,7.588478339
8416,-0.79,14798,7.576330137
8417,3.05,8417,7.031358164
8418,3.57,8418,7.653946072
8419,-1.48,14678,7.370905273
8420,3.25,8420,7.279379803
8421,1.42,3850,7.210242141
8422,2.34,8422,6.343220558
8423,2.95,8423,6.950203563
8425,1.76,7959,7.283564352
8426,1.42,3850,7.643328203
8427,-5.29,14735,7.682472352
8429,2.34,7974,7.616235059
8430,3.2,8430,7.260825453
8431,2.34,7974,7.655270574
8433,2.16,8433,6.240780062
8434,-1.48,14678,7.28531349
8435,3.62,8435,7.712951481
8436,3.58,8436,7.731214805
8437,3.39,8437,7.540748945
8438,-1.64,14654,7.852666818
8439,3.16,8439,7.315492265
8440,1.96,8440,6.075285796
8441,3.25,8441,7.426423636
8442,1.69,7995,7.116318248
8443,-1.64,14654,7.718979108
8444,2.03,7983,6.834625886
8445,1.05,3856,7.784607989
8446,-2.91,14693,7.714961787
8447,-2.91,14693,7.778018436
8450,1.73,7994,6.791865547
8451,1.24,8010,6.80978556
8453,2.41,7985,7.573352202
8454,-2.91,14693,7.210515871
8455,3.61,8455,7.770821696
8457,-2.1,14687,7.617719385
8458,3.37,8458,7.070288049
8459,-2.91,14693,7.636986303
8460,1.45,3861,7.295356238
8465,-0.72,14771,7.046610579
8466,1.95,7970,7.025691113
8467,3.39,8467,7.497529388
8468,2.77,8468,6.878723972
8469,1.79,7978,7.365509853
8470,-2.1,14687,7.89399709
8471,-2.91,14693,7.155060155
8472,3.06,8472,7.256993691
8473,3.47,8473,7.63060079
8474,1.81,8474,5.91528216
8475,2.34,8475,6.347500212
8476,2.01,8476,6.116100936
8477,0.14,9426,7.086142937
8478,3.22,8478,7.00673517
8479,1.93,8479,5.930660825
8481,-2.91,14693,7.40512101
8483,-0.93,3879,6.479326771
8484,1.14,3855,7.589904544
8485,-2.94,14721,7.399672404
8487,1.73,8037,6.749225854
8488,3.53,8488,7.645004713
8489,0.64,3873,7.221699939
8490,-2.51,14720,7.337755682
8491,1.03,8024,6.921384017
8494,-1.62,14813,7.47583384
8495,2.09,8020,6.89665185
8496,-2.68,14725,7.757036801
8497,-2.68,14725,7.501268989
8498,0.85,8031,5.541742911
8499,0.14,9426,7.960824093
8501,1,8027,6.746219038
8502,0.66,3881,6.795670038
8503,1.4,3882,7.445497806
8506,-1.62,14813,7.328371627
8507,-2.68,14725,7.790369757
8509,-2.68,14725,7.814872021
8510,3.1,8510,7.210067567
8511,2.14,8511,6.288404955
8512,0.14,9417,7.29481801
8513,1.6,7943,6.915744831
8514,1.3,3890,7.462893721
8515,4.05,8515,8.162605469
8516,2.06,8041,7.203442364
8517,-3.14,14712,7.067362211
8518,-2.68,14725,8.325474037
8519,-1.81,14685,7.646189084
8520,2.86,8520,6.967876937
8522,-2.78,14723,7.161931866
8523,-2.18,14837,8.526319557
8524,-1.81,14685,8.331394833
8525,-2.78,14723,7.513143262
8526,-2.68,14725,7.680007577
8527,-2.68,14725,7.309582225
8528,0.7,3902,7.427507841
8529,-0.37,9451,7.312618909
8531,-2.18,14837,7.560438078
8532,3.73,8532,7.832815458
8535,-1.81,14685,7.308694446
8537,2.9,8537,6.855273346
8538,-0.72,14771,5.645938041
8540,-2.78,14723,7.606483874
8541,-2.18,14837,8.00606236
8542,-2.78,14723,7.534047815
8543,1.85,8071,7.025216717
8544,-2.78,14723,7.554404894
8545,2.25,8070,7.394935799
8546,-2.78,14723,7.670807871
8547,-2.78,14723,7.533023232
8548,3.35,8548,7.395848211
8549,0.18,9452,7.025640613
8550,3.29,8550,7.336644404
8551,-1.69,14645,10.00063745
8552,-0.59,14736,7.710545181
8553,-1.69,14645,8.047690725
8554,4.42,8554,8.022682916
8555,-0.59,14736,8.148936723
8556,-0.59,14736,8.616431532
8557,-1.69,14645,8.275802625
8559,-1.1,14643,7.601453107
8560,-0.59,14736,7.522725446
8561,0.74,3709,6.809290985
