Cores,Area
7605,28000000
7607,350000000
7610,14000000
7611,1696477109
7612,3180058.003
7613,1871000000
7631,200986004.8
7645,21455760.81
7656,319000000.1
7657,15000000
7658,86000000
7659,212000000
7660,110000000
7661,117000000
7662,112000000
7664,147000000
7666,1690000000
7668,68000000
7670,1192000000
7687,114239518.3
7691,22308365.26
7692,205041.8779
7694,11900178.17
7696,16763246.71
7697,1043000000
7698,52229047.74
7699,68393676.16
7701,19000000
7702,863000000
7705,592000000
7707,69262482
7708,1995977.543
7709,399188410.2
7710,426000000
7711,73000000
7712,503956871.8
7713,2915000000
7715,595000000.1
7717,57748545.95
7718,4006973404
7733,78128700.3
7750,45000769.7
7754,104515756.5
7755,2777778.023
7763,8187642550
7767,207255958.2
7776,61926402.62
7777,2266427082
7780,12367818653
7785,741428213.9
7786,272056019.9
7787,99999999.99
7789,210255828.2
7790,6470349668
7796,68000000
7800,47000000
7806,18000000
7814,368673646.7
7818,258000000
7822,174000000
7823,133000000
7827,24000000
7828,42000000
7829,88999999.99
7830,3733000000
7831,1359000000
7832,871000000
7835,239000000
7839,404000000
7840,426000000
7841,761000000
7844,74000000.02
7845,391000000
7846,55000000
7848,65000000
7849,11000000
7850,54000000
7852,93000000
7853,25000000
7854,132000000
7855,39000000
7856,1155000000
7857,166000000
7860,153000000
7861,90000000
7862,69000000
7863,109000000
7864,83000000
7865,561000000
7869,86199551.88
7870,92000000
7872,233000000
7873,173000000
7875,11000000
7876,2715000000
7877,3184000000
7879,679000000
7880,3932000000
7881,1208000000
7882,96000000
7883,232000000
7884,154000000
7885,29000000
7886,787000000
7887,2372705446
7888,521000000
7889,757999999.9
7890,289000000
7892,413000000
7893,225000000
7894,408000000
7895,275000000
7896,1246000000
7897,122000000
7898,281000000
7899,70000000
7900,132000000
7901,24000000
7902,142000000
7903,26000000.01
7904,114000000
7905,4289000000
7906,265000000
7907,137000000
7908,261000000
7909,120000000
7910,435000000
7911,330000000
7912,5021500000
7913,367000000
7914,273000000
7915,809000000
7916,214000000
7917,208000000
7918,24999999.99
7919,151000000
7920,125000000
7921,237000000
7922,65000000
7923,410500000
7924,477000000
7925,3570000000
7926,227000000
7927,92000000.01
7928,111000000
7929,132000000
7931,628000000
7932,57000000.01
7933,12000000
7934,283000000
7935,132000000
7936,3090000000
7937,1001000000
7938,309000000
7939,73000000
7940,13000000.01
7941,92999999.99
7942,16000000
7943,68000000
7946,201500000
7947,765000000
7948,1331000000
7951,163000000
7952,824000000
7953,296000000
7954,197000000
7956,17000000
7957,350000000
7958,556000000
7959,110000000
7960,328000000
7961,125000000
7962,22499999.98
7964,785000000
7965,51000000
7966,310000000
7967,26000000
7968,153999999.9
7969,1341000000
7970,159000000
7971,43000000
7972,265000000
7974,588000000
7975,484000000
7978,33000000.01
7979,60000000
7980,217000000
7982,478000000
7983,12000000
7984,2128000000
7985,478000000
7987,666000000
7988,297000000
7990,1267000000
7991,207000000
7992,1460000000
7993,303000000
7994,38000000
7995,75000000.01
7997,1085000000
7999,1847000000
8000,179000000
8002,116000000
8003,319000000
8004,191000000
8005,1601000000
8006,392500000
8007,1036000000
8008,344000000
8009,174000000
8010,101000000
8012,242000000
8013,320000000
8014,263000000
8019,22000000.03
8020,92000000
8024,93000000
8025,38000000.01
8026,1216000000
8027,57000000
8028,76999999.99
8030,125500000
8031,127000000.1
8032,938000000
8033,11999999.99
8034,50000000
8037,169000000
8038,594000000
8039,73000000.02
8041,151000000
8042,164000000
8043,41000000
8045,206000000
8046,187000000
8047,10000000.01
8048,22500000
8049,766500000
8050,385000000
8051,112000000
8053,24000000.01
8054,51000000
8055,813999999.9
8056,219000000
8058,676000000
8060,438000000
8061,276000000
8063,353000000
8067,480500000
8068,780000000
8070,220000000
8071,67000000
8072,198000000
8073,76000000
8074,174000000
8082,963803216.3
8086,1248356803
8089,24719564.65
8090,64941383.87
8092,93000000
8093,4754855.561
8095,89000000
8096,11812437350
8098,504080402.3
8101,487000000
8104,2141000000
8105,365000000
8106,138000000
8107,11000000
8108,139000000
8109,302000000
8111,126000000
8115,363000000
8116,113000000
8117,651000000
8118,143000000
8121,567000000
8128,1131000000
8129,714000000
8130,65000000.02
8134,10648000000
8135,433000000
8136,29000000
8138,4877545757
8139,251000000
8140,301000000
8141,290000000
8142,1289843.699
8145,1523000000
8146,127000000
8148,68000000
8149,191000000
8150,944500000
8152,12000000.01
8153,4816107.527
8154,179000000
8155,439000000
8156,111000000
8157,285000000
8158,612000000
8160,287745246
8161,155000000
8162,752000000
8163,44000000
8164,56000000
8165,128000000
8166,11000000
8167,11000000.02
8168,45000000
8170,11000000
8171,295000000
8172,17000000
8173,104000000
8174,5365622.22
8175,14000000
8176,174000000
8177,88999999.99
8180,497000000
8181,141000000
8183,10487000000
8184,102000000
8185,296000000
8186,1469000000
8187,12000000
8188,26000000
8189,21000000
8190,384000000
8191,14000000
8192,100000000
8193,37000000
8194,11000000
8195,190000000
8196,90000000
8197,11000000
8198,9315696545
8199,46000000
8200,11000000
8202,1366000000
8204,18000000
8205,364000000
8206,17000000
8207,217000000
8208,286000000
8209,73999999.99
8210,18000000
8211,16000000
8213,337000000
8214,1500000000
8215,17000000
8216,1570000000
8217,1122000000
8218,150000000
8219,15000000
8220,2671000000
8221,120000000
8224,1046000000
8225,87000000
8226,954942.2044
8227,98000000
8228,16000000
8229,660000000
8232,51000000
8233,730000000
8234,1260000000
8235,149000000
8236,29000000
8237,2450000000
8238,281500000
8239,787500000
8240,1363000000
8241,67000000
8244,16956543.78
8245,52999999.97
8246,329881372.8
8247,13000000
8248,72999999.98
8249,195000000
8250,270000000
8251,216000000
8252,658000000
8253,567000000
8254,147500000
8255,269000000
8256,319000000
8257,52000000
8258,907000000
8259,999000000
8260,759999999.9
8261,556000000
8262,424000000
8263,1878000000
8264,242000000
8265,884000000.1
8266,219000000
8267,354000000
8268,1725000000
8269,838000000
8270,238000000
8271,162000000
8272,13000000
8273,528650000
8274,327000000
8275,224000000
8276,460000000
8277,421000000
8278,666000000
8279,131000000
8280,387000000
8281,38000000
8282,691000000
8283,275000000
8284,1132000000
8286,370000000
8287,123000000
8288,355000000
8289,286000000
8290,755000000
8291,439000000
8292,812000000
8294,1668000000
8295,194000000
8297,374000000
8298,86000000
8299,439000000
8301,40000000
8302,14000000
8303,16000000
8304,562500000
8305,175000000
8306,194000000
8307,217000000
8308,27000000.01
8309,253000000
8310,86000000
8311,3083000000
8312,1524000000
8313,265000000
8314,489000000
8315,60999999.99
8316,66000000
8317,19500000
8318,226000000
8320,620000000
8321,145000000
8322,17000000
8323,531000000
8325,234000000
8326,242000000
8327,325500000
8328,283000000
8329,928000000
8330,822000000
8331,173000000
8332,38000000
8333,1524000000
8334,80000000
8335,23000000
8336,15000000
8337,125000000
8338,1164000000
8339,226000000
8340,581000000
8342,233000000
8343,158000000
8345,591000000
8346,11000000
8347,94499999.98
8348,183000000
8349,116000000
8350,257000000
8351,48000000
8352,628000000
8353,292000000
8354,43000000
8355,240000000
8356,679500000
8357,49000000
8358,13000000
8359,73000000
8360,411000000
8361,15499999.98
8363,578500000
8367,76000000
8369,96000000
8370,172000000
8371,576000000
8372,48000000.01
8373,69999999.95
8374,942000000
8375,44000000
8377,85999999.99
8378,945000000.1
8379,131500000
8380,1202500000
8381,138000000
8382,94000000
8383,21000000
8384,13000000
8385,350000000
8387,518000000
8388,628000000
8390,242000000
8391,892000000
8392,63000000
8393,67000000
8394,44000000
8395,698000000
8396,15000000
8397,108000000
8399,11000000
8400,81999999.98
8402,294000000
8403,3339000000
8405,10000000
8406,10000000
8407,210000000
8408,87000000
8409,117000000
8410,209000000
8411,205000000
8412,35000000
8413,21000000
8414,606000000
8415,806500000
8416,482000000
8417,53000000
8418,337000000
8419,203000000
8420,68000000
8421,178000000
8422,14000000
8423,173000000
8425,176000000
8426,152000000
8427,2111000000
8429,4101000000
8430,86000000
8431,664000000
8433,117000000
8434,44999999.97
8435,91000000
8436,51000000
8437,303000000
8438,878500000
8439,35000000
8440,37000000
8441,33000000
8442,140000000
8443,1929000000
8444,11000000
8445,910000000
8446,455000000
8447,966000000
8450,180000000
8451,141000000
8453,1377000000
8454,10000000
8455,59000000.01
8457,1036000000
8458,57000000
8459,121000000
8460,699000000
8465,1932000000
8466,299000000
8467,34000000
8468,69000000
8469,59999999.99
8470,553000000
8471,60499999.99
8472,198000000
8473,56000000
8474,107000000
8475,82000000.01
8476,67000000
8477,210000000
8478,106000000
8479,80000000.01
8481,74000000
8483,203000000
8484,352000000
8485,77000000.02
8487,208000000
8488,95999999.99
8489,162000000
8490,326500000
8491,126000000
8494,608000000
8495,192000000
8496,77000000.01
8497,339000000
8498,92000000.04
8499,24000000.02
8501,117000000
8502,78000000.01
8503,363000000
8506,31000000
8507,276000000
8509,179000000
8510,461000000
8511,115000000
8512,812000000
8513,82000000
8514,353000000
8515,37000000
8516,311000000
8517,16000000
8518,68000000
8519,336000000
8520,21000000
8522,52000000
8523,185500000
8524,21000000.01
8525,175000000
8526,11000000
8527,151000000
8528,276000000
8529,186000000
8531,1998000000
8532,55999999.99
8535,211500000
8537,11000000
8538,12500000.02
8540,272000000
8541,87999999.98
8542,961000000
8543,183000000
8544,628000000
8545,50000000
8546,296000000
8547,109000000
8548,15000000.01
8549,417500000
8550,318000000
8552,1681435828
8553,10808854215
8554,33000000
8560,84788585.62
8562,860595433.7
8563,209394527.3
8564,1129696137
8567,1090000000
8569,375813504.9
8570,211000000
8572,184000000
8573,744000000
8575,76087170.27
8577,377000000
8578,2851290179
8579,175000000
8581,429000000
8582,474000000
8583,16000000
8584,992000000
8585,130000000
8586,17000000
8587,20000000
8588,130000000
8590,1915000000
8592,280199510
8593,148000000
8594,1606000000
8595,2932000000
8596,18000000
8598,326000000
8600,38000000
8601,79499999.98
8603,25000000
8604,2069122685
8605,16000000
8606,25000000
8608,236000000
8609,357000000
8611,13000000
8613,50000000
8614,1432000000
8615,645000000
8616,18000000
8617,269000000
8618,2028000000
8619,65000000
8620,170462500
8621,907000000
8623,21000000
8624,22000000
8627,278000000
8628,2368000000
8631,24000000
8632,71000000
8634,1070000000
8635,871000000
8636,31999999.98
8639,11000000
8640,15000000
8643,57500000.01
8644,762000000
8645,46999999.99
8646,5110000000
8647,985500000
8648,96000000
8649,315000000
8650,127000000
8654,13000000
8655,1859000000
8657,522000000
8659,272000000
8660,638000000
8664,24000000
8665,243000000
8667,898000000
8669,23000000
8671,38999999.97
8676,273500000
8677,606000000
8678,20000000
8679,81000000
8680,74999999.99
8681,355000000
8682,45000000
8683,21000000
8684,54000000
8685,91000000
8689,35000000
8690,417000000
8691,70999999.99
8692,13000000
8693,107000000
8694,30000000.01
8695,194000000
8696,21000000
8697,29000000
8698,338000000
8699,122500000
8701,240000000
8703,24000000
8704,918999999.9
8707,356000000
8708,667000000
8710,42000000.01
8711,5394000000
8712,45999999.98
8713,16000000
8714,25965726.63
8715,19000000
8717,96499999.91
8718,10000000
8719,149000000
8721,366000000
8722,76000000
8724,306000000
8726,275000000
8727,45608283.79
8729,44500000.04
8731,366000000
8732,1411383035
8734,55999999.99
8736,55134686.1
8738,333000000
8739,55286714.49
8740,57000000
8741,223500000
8742,304000000
8743,105000000
8744,9537595.136
8746,10000000
8747,732000000
8749,319000000
8751,11000000
8752,251000000
8754,142000000
8755,251000000
8756,101000000
8757,390079275.2
8758,1138000000
8759,2850500000
8761,38901211.88
8764,11000000
8765,24000000
8768,38000000
8770,105000000
8771,70000000
8772,403000000
8776,31000000
8777,454000000
8778,138000000
8780,225000000
8781,13999999.98
8782,202000000
8783,63000000.01
8784,20000000
8786,118000000
8787,446500000
8788,13000000
8789,175000000
8792,685650556
8794,26752195.79
8795,84500000
8796,19000000
8797,26000000.01
8799,237000000
8800,49000000
8801,1446000000
8802,179000000
8803,1216000000
8804,5621000000
8805,176000000
8806,1030352.171
8807,1029000000
8808,13000000
8809,22000000
8810,68000000
8811,24000000
8812,138500000
8813,27000000
8814,344500000
8815,316000000
8816,30000000
8817,155000000
8818,13281132.96
8819,1433422714
8820,129000000
8821,17005287.66
8822,4485787689
8823,42000000
8824,38000000.06
8825,408000000
8826,385000000
8827,27000000
8829,2349000000
8830,13000000
8831,198000000
8832,731044820.8
8833,28000000.01
8835,58000000
8836,21000000
8837,23000000
8838,969625000
8839,23000000
8840,324000000
8842,320743071.6
8846,73000000
8848,2691000000
8849,2966601.926
8850,408000000
8851,281000000
8853,8164815.997
8855,372000000
8859,486000000
8860,890000000
8861,94000000
8862,11000000
8864,263000000
8865,133000000
8866,29000000.01
8867,18830042.02
8868,1078000000
8869,27000000
8871,125000000
8872,306000000
8874,265000000
8875,18000000
8876,16000000
8878,39000000
8880,23000000
8881,167000000
8882,141000000
8883,177000000
8884,1888390885
8885,460000000
8886,120000000
8887,38000000
8889,20500000.01
8890,953000000
8891,25000000
8892,900000000
8893,499000000
8894,818000000
8895,122000000
8896,260000000
8897,238000000
8898,175000000
8899,27000000
8900,100000000
8901,14999999.99
8902,81000000.01
8903,124000000
8904,76605586.03
8906,489000000.1
8907,23000000
8908,497000000
8909,180000000
8910,83999999.98
8911,745000000
8912,157000000
8913,173499999.9
8914,309000000
8915,317000000
8917,110000000
8918,82000000.03
8919,206000000
8920,52000000
8921,24000000
8922,83000000
8923,14000000
8924,167000000
8925,63000000
8926,599000000
8928,13000000
8929,277000000
8930,170000000
8931,136000000
8932,264000000
8933,70000000
8935,882000000
8936,31999999.99
8938,48000000
8939,275000000
8940,325000000
8941,93000000
8942,151000000
8943,155000000
8945,386000000
8946,169000000
8947,300000000
8948,276000000
8949,186000000
8950,405000000
8951,132000000
8952,294000000
8953,97000000
8954,23999999.97
8955,36000000
8956,492000000
8957,50000000
8958,59499999.98
8960,183000000
8961,163000000
8962,43000000.04
8963,249500000
8964,36499999.98
8965,196000000
8966,3023000000
8967,555000000
8968,52000000
8969,160000000
8970,107000000
8971,22000000
8972,14000000
8973,542000000
8975,522000000
8976,59000000
8978,17000000
8979,374000000
8980,14000000
8981,213000000
8982,366000000
8983,197000000
8984,41000000
8985,27000000
8986,219000000
8987,1053000000
8988,11000000
8989,289000000
8990,93999999.98
8991,135000000
8992,6171000000
8993,59000000
8994,371000000
8995,35000000.01
8996,16000000
8997,61000000
8999,498000000
9001,218000000
9002,772000000
9003,162000000
9004,1530000000
9005,2280000000
9006,335000000
9008,540000000
9009,110000000
9010,43000000
9011,987000000
9012,260000000
9013,155000000
9014,267000000
9015,214000000
9016,642000000
9017,4060500000
9018,358000000
9019,633000000
9020,230000000
9021,398000000
9022,302000000
9023,157000000
9024,30000000
9025,277000000
9026,159000000
9028,1227000000
9029,53000000
9031,31000000
9032,1062000000
9033,261000000
9034,250000000
9035,274000000
9036,214000000
9037,390000000
9038,80000000
9039,131000000
9040,178000000
9041,498000000
9042,46000000
9043,1074000000
9045,635000000
9046,175000000
9047,1453000000
9048,395000000
9049,45000000
9050,27000000
9051,71000000
9052,253000000
9053,101000000
9055,179000000
9057,11000000
9058,107000000
9059,1367000000
9060,19000000
9061,763000000
9062,18000000
9064,34000000
9065,21000000
9066,54000000
9068,204000000
9069,11000000
9070,17500000
9071,163000000
9072,109000000
9073,15000000
9074,230000000
9075,34000000
9076,75000000
9077,99000000
9078,26000000.01
9079,21000000
9080,59000000
9081,2788500000
9084,304000000
9085,426000000
9086,4446000000
9087,80000000
9088,74000000
9089,176000000
9090,12999999.99
9091,241000000
9092,82000000
9094,7860000000
9095,39000000
9096,14000000
9097,148000000
9098,1200000000
9099,49000000
9100,285000000
9103,114000000
9104,15500000.01
9107,363000000
9108,327000000
9109,310000000
9110,219000000
9111,10000000
9112,108000000
9113,38000000
9114,122000000
9115,116000000
9116,39000000
9117,139000000
9118,144000000
9119,50000000
9120,292000000
9121,132000000
9122,70000000
9123,138000000
9124,322000000
9125,80000000.06
9126,452000000
9127,155000000
9129,206000000
9130,406500000
9131,203000000
9133,171000000
9134,394000000
9135,2662000000
9136,111000000
9137,445000000
9138,202000000
9139,472000000
9140,641000000
9141,20000000
9142,44000000
9144,22000000
9145,6161000000
9146,32999999.99
9147,163000000
9148,447000000
9149,108000000
9150,66000000
9151,37000000
9153,101000000
9154,13999999.99
9155,33000000.01
9156,110000000
9157,58000000
9159,24000000
9160,210000000
9162,21000000
9164,378000000
9165,57000000
9166,262000000
9168,122000000
9169,305000000
9170,27000000
9171,766000000
9172,187000000
9173,80000000
9174,1169000000
9175,1302000000
9176,394000000
9177,21000000
9178,10000000
9179,18000000
9180,172000000
9181,713000000
9182,492499999.9
9183,332000000
9184,89999999.98
9185,372000000
9186,98000000
9187,60000000
9188,1363500000
9189,1106000000
9190,37000000
9191,303000000.1
9192,780000000
9193,242000000
9194,251999999.9
9195,108000000
9196,46000000
9197,94000000
9198,16000000
9199,1607000000
9201,38000000.01
9202,14000000
9203,47999999.99
9204,175000000
9205,169000000
9206,184000000
9207,494000000
9208,54000000
9209,290000000
9210,15000000
9211,123000000
9212,155000000
9213,220000000
9214,348000000
9216,14000000
9217,146000000
9218,380000000
9219,1376500000
9220,189000000
9221,48000000
9222,204000000
9223,35000000.01
9224,43000000
9226,76000000.01
9228,22000000.01
9229,512000000
9230,58999999.99
9231,133000000
9233,116000000
9234,89000000.02
9237,14000000
9238,189000000
9239,442875000
9240,28000000
9241,57000000.04
9243,22500000.01
9244,54500000.01
9245,117000000
9246,24999999.99
9247,310000000
9248,950000000
9249,247000000
9250,1326000000
9251,140000000
9253,141000000
9254,235000000
9255,96499999.99
9256,870000000
9257,41000000
9258,59000000
9260,111000000
9261,15000000
9263,750000000
9264,235000000
9265,933000000
9266,167500000
9267,451000000
9268,50000000
9270,101000000
9271,90999999.98
9273,84000000
9276,273000000
9277,103000000
9279,38999999.99
9281,887000000
9282,85000000
9284,335000000
9286,241000000
9287,163000000
9288,408000000
9290,766000000
9291,80999999.97
9293,13999999.99
9294,52000000.02
9295,80000000
9296,159500000
9297,43000000.01
9299,84000000
9300,119000000
9301,284000000
9303,219000000
9304,29000000.01
9309,971616237
9322,137000000
9324,2073500000
9325,204405531.1
9328,138000000
9329,77000000
9330,13000000
9331,142000000
9332,155000000
9333,94000000.01
9335,57999999.99
9336,36000000
9339,15000000
9340,72000000.01
9341,34000000
9345,174000000
9348,189000000
9349,269000000
9351,35000000
9352,891000000
9353,617000000
9354,158000000
9355,82000000
9356,1312000000
9357,165000000
9358,127500000
9359,203000000
9360,722000000.1
9361,92000000
9362,241000000
9365,305000000
9366,47000000
9368,117000000
9369,99999999.99
9370,37999999.99
9371,484000000
9372,188000000
9373,152000000
9374,66000000
9375,1141000000
9376,793000000
9377,81000000
9378,31000000
9379,4986000000
9380,85000000.01
9381,79000000
9382,828000000
9383,2078500000
9384,30000000
9385,1400000000
9386,180000000
9387,352000000
9388,44000000
9389,974000000
9390,832000000
9391,154000000
9393,1384000000
9394,532000000
9395,326000000
9396,285000000
9397,870000000
9398,39000000
9399,271000000
9400,20000000
9401,2857000000
9402,1765000000
9403,344000000
9405,109000000
9406,14000000
9407,17000000
9409,140000000
9410,13000000
9411,812000000
9412,671000000
9413,221000000
9414,197000000
9415,853000000
9416,53000000
9417,91000000
9418,758000000
9419,286000000
9420,232000000
9421,955625000
9423,478000000
9424,81000000
9425,655000000
9426,152000000
9428,12000000
9429,86999999.99
9430,38000000
9431,29000000
9432,351000000
9433,11500000
9434,82000000.02
9435,58999999.98
9436,149000000
9437,12000000
9438,188000000
9439,72999999.98
9440,24000000
9441,982000000
9442,2670000000
9443,19000000
9444,248000000
9445,378000000
9446,304000000
9448,97000000
9449,1049000000
9451,25000000
9452,18000000
9453,45651024.63
9457,146614095.9
9458,227372824.3
9461,418000000
9462,967000000
9463,42000000
9464,2403641622
9466,115426084.8
9468,1071000000
9473,955000000
9475,126000000
9477,2030489475
9478,215790484.9
9482,274000000
9483,789000000
9484,17207278.35
9485,503000000
9486,419000000
9488,67000000
9489,21000000
9490,339000000
9491,1933000000
9492,432000000
9493,614000000
9494,381000000
9495,790000000
9496,170000000
9497,27000000
9499,84000000.02
9501,2975000000
9502,50000000
9503,39000000
9504,188000000
9505,15000000
9508,14000000
9509,529290492.7
9510,99000000
9511,234500000
9512,223000000
9514,270000000
9515,11000000
9516,2295500000
9517,33000000
9518,151000000
9519,40000000
9520,10000000
9521,64000000.02
9523,612000000.1
9524,72999999.99
9525,19000000
9526,139000000
9527,19000000
9528,112000000
9530,19000000
9531,11350000000
9532,40000000
9533,68000000
9536,35000000
9537,21000000
9538,27499999.99
9539,177000000
9541,11000000
9542,12000000
9543,34000000
9545,1627000000
9546,424000000
9548,186000000
9549,1185000000
9550,11000000
9551,87000000
9552,42000000
9554,72000000
9556,266000000
9557,180000000
9559,486500000
9561,608186283.3
9562,49000000
9564,218000000
9566,123000000
9568,1326000000
9569,16000000
9570,14000000
9571,165999999.9
9573,171000000
9574,296000000
9575,27000000
9577,151000000
9578,141000000
9582,1639000000
9583,96000000
9584,167000000
9585,70000000
9588,20000000
9589,19000000
9590,284000000
9591,15500000
9593,96000000
9594,48000000
9595,897000000
9597,416000000
9598,267000000
9599,85000000
9600,220000000
9601,1209000000
9602,107000000
9603,32000000
9604,30000000
9605,529000000
9606,3986000000
9608,142000000
9610,44999999.99
9611,139000000
9612,458000000
9613,153000000
9614,836977288.3
9615,751000000
9616,397000000
9617,383000000
9618,321000000
9619,22500000
9620,539000000
9621,239000000
9622,43000000
9623,392000000
9624,288000000
9625,2241000000
9629,14000000
9630,23000000
9631,13000000
9634,50000000.01
9636,274000000
9637,98000000
9638,1341000000
9639,58000000.02
9640,1220000000
9642,70000000
9643,642000000
9644,1151000000
9647,18000000
9648,79000000
9649,316000000
9650,1379000000
9651,383000000
9652,2619000000
9653,822500000
9654,1355000000
9655,180000000
9656,16000000.01
9658,43000000
9660,18000000
9661,46000000
9663,12000000
9664,77000000
9665,70000000
9666,18000000
9667,132000000
9670,129000000
9671,92000000
9672,23000000
9673,195000000
9674,404000000
9675,28000000
9676,89000000
9677,140500000
9678,1648500000
9681,394500000
9683,363000000
9684,115000000
9685,65000000
9686,177000000
9688,23000000
9689,13000000
9690,16000000
9691,462000000
9692,534000000
9693,803999999.9
9694,2850000000
9696,102000000
9698,978000000
9699,170000000
9701,12000000
9702,63000000
9707,73999999.99
9709,67000000
9714,17000000
9715,780000000
9716,644000000.1
9718,45000000
9719,4567000000
9720,977500000
9721,11000000
9722,11000000
9723,26000000
9725,33000000
9726,11000000
9727,18736433.22
9733,36338344.99
9734,26500000.03
9735,2653000000
9736,1312000000
9737,247000000
9738,36000000
9739,20000000.02
9740,67000000.06
9745,106649386.6
9746,35000000
9747,50000000
9755,522000000
9756,529000000
9757,247000000
9758,1853000000
9763,84000000
9765,247000000
9766,247000000
9767,11000000
9768,206000000
9769,38000000
9770,51000000
9771,350000000
9773,175000000
9783,36000000
9784,52500000.01
9785,301500000
9787,14000000
9789,335000000
9790,20000000
9791,80000000
9793,45999999.99
9794,46999999.99
9795,24000000.01
9797,32500000
9800,107000000
9801,84000000
9802,744000000
9803,74000000
9804,556500000
9805,375000000
9806,18000000
9810,131000000
9811,120000000
9812,61999999.99
9813,15999999.99
9814,185000000
9817,158000000
9818,251000000
9820,132055278.9
9821,1265898839
9823,20000000
9824,325320381.9
9825,1045000000
9826,160000000
9828,41000000
9829,30000000
9830,133000000
9831,56176744.08
9832,31000000
9834,720000000
9836,35039870.62
9838,17000000
9842,166000000
9843,432000000
9844,629000000
9847,383000000
9848,428000000
9849,17000000
9850,617000000
9852,16000000
9853,263000000
9854,21999999.99
9855,702000000
9856,56000000
9857,14000000
9858,13000000
9859,41999999.99
9860,116000000
9861,94000000
9862,260000000
9863,55878102.44
9864,26000000
9865,4026000000
9866,211000000
9867,107107559.5
9868,95000000
9870,29000000
9871,172939861.9
9872,65000000
9873,23000000
9874,170000000
9875,188000000
9876,427000000
9877,10500000
9878,19000000
9879,89000000
9880,84000000.01
9881,559500000
9882,61000000
9883,124000000
9884,48000000
9885,67999999.97
9887,14999999.99
9888,135000000
9889,115000000
9890,34000000
9891,13000000.01
9893,154000000
9894,242000000
9895,69999999.99
9896,84500000
9897,40000000.01
9898,63000000
9899,13000000
9900,41999999.99
9901,19000000
9902,25000000
9903,87000000
9904,81000000
9905,84898785.45
9906,33000000.01
9907,431000000
9910,18999999.99
9911,311000000
9912,51000000
9913,124000000
9914,188021658.3
9915,61000000
9916,186553231.4
9917,86999999.98
9918,329000000
9920,98000000.01
9922,126000000
9923,231632169.5
9924,311000000
9925,64000000
9930,167000000
9932,109000000
9936,244000000
9937,217000000
9938,1101000000
9939,12000000
9942,287000000
9943,108000000
9944,194000000
9945,82000000
9946,38000000
9947,486000000
9948,69000000
9951,207000000
9953,20999999.99
9954,156500000
9955,56000000
9956,57000000
9957,80000000
9958,190000000
9959,14000000
9960,638000000
9961,487000000
9962,2675000000
9964,12000000
9965,17500000
9966,684992841.2
9967,153000000
9968,18999999.98
9970,12672780.51
9971,17000000
9972,37000000
9973,113000000
9974,207000000
9975,46000000
9976,93000000
9977,254000000
9978,12000000
9979,24000000
9980,31000000
9981,1151000000
9982,4648000000
9983,13000000
9984,12000000
9985,1073000000
9986,158000000
9987,2136625000
9988,901000000
9989,49999999.99
9990,11000000
9992,285000000
9994,22000000
9995,58000000
9996,11000000
9997,17000000
9998,214000000
9999,88000000
10000,145000000
10001,12000000
10002,52000000.01
10003,18000000
10004,35000000
10005,39000000
10006,638000000
10007,21000000
10008,32000000
10009,13000000
10010,152000000
10011,370000000
10014,38000000.01
10016,110000000
10017,368000000
10018,50000000
10019,202000000
10020,13000000
10021,163000000
10022,83999999.99
10023,14000000
10024,35000000
10025,12000000
10026,290000000
10028,60000000
10030,32000000
10031,446000000
10032,16000000
10033,202000000
10034,74000000
10035,214000000
10036,351000000
10037,191500000
10038,641000000
10039,18000000
10041,101000000
10042,11000000
10043,220000000
10044,20000000
10045,170000000
10046,378000000
10048,47000000
10049,23500000
10050,95999999.99
10051,26000000
10052,20000000.01
10054,130000000
10056,88000000
10057,169000000
10058,1012000000
10059,184000000
10060,174000000
10061,58000000
10062,49000000
10063,680000000
10064,1360000000
10065,215000000
10066,244000000
10067,54000000
10068,44000000
10069,49500000
10070,11000000
10071,689000000
10072,65000000
10073,3259000000
10074,568000000
10075,29000000
10076,31000000
10078,296000000
10079,178000000
10081,12000000
10082,72000000
10083,18000000
10084,799000000
10085,71000000
10086,66000000
10087,12000000
10090,175000000
10091,86000000
10092,21000000
10093,96000000
10094,751000000
10095,7637500000
10096,816000000
10097,19500000
10098,379000000
10100,70000000
10101,240000000
10103,105000000
10104,15000000
10105,177000000
10106,91000000.02
10107,550000000
10108,102000000
10109,696500000
10110,31000000
10111,51000000
10112,55000000.01
10113,35000000
10114,1900500000
10115,18000000
10116,243000000
10117,325000000
10118,25000000
10119,17000000
10120,173000000
10121,38000000
10122,29000000
10123,88000000
10124,2073000000
10125,475000000
10127,15000000
10128,26000000
10129,511000000
10131,746000000
10132,45000000.01
10133,119000000
10134,11000000
10135,116000000
10136,112000000
10137,15000000
10138,25000000
10144,50000000
10146,55500000.01
10147,33000000
10148,36000000.01
10149,16000000
10150,288000000
10151,22000000
10152,1791000000
10153,54000000
10156,53000000
10157,16000000
10158,68000000
10159,15000000
10160,300000000
10161,118000000
10162,40000000
10163,79000000
10166,15000000
10168,536000000
10170,1557000000
10171,174000000
10172,680000000
10173,247000000
10174,32000000
10175,46000000
10176,636000000
10177,31000000
10179,709000000
10180,6296000000
10181,36000000
10182,45000000.01
10183,327000000
10184,306000000
10185,90000000
10186,17000000
10187,1871000000
10188,53000000
10189,1601000000
10190,1758000000
10191,142000000
10192,2264500000
10193,14000000
10194,32000000
10195,231000000
10196,59000000
10198,579000000
