Cores,Mean
7185,20.02
7186,20.04
7187,19.65
7188,18.18
7189,19.19
7190,18.62
7191,20.49
7192,18.13
7194,18.93
7196,18.82
7197,20.66
7198,20.5
7199,20.43
7201,21.15
7202,20.78
7203,20.53
7204,19.17
7205,20.11
7206,21.39
7212,19.6
7213,20.19
7214,19.05
7215,20.92
7216,21.1
7217,19.89
7218,20.88
7219,20.2
7222,20.6
7223,20.8
7224,19.1
7225,19.04
7227,19.5
7228,20.48
7229,20.36
7230,20.85
7231,21.59
7233,22.19
7234,22.09
7235,21.09
7236,21.89
7237,21.53
7238,21.46
7239,21.62
7240,21.76
7241,21.09
7242,21.44
7243,21.59
7244,21.25
7245,21.38
7248,21.63
7251,21.44
7252,21.64
7254,21.81
7257,21.55
7258,21.72
7259,21.57
7261,21.29
7262,21.49
7263,21.22
7264,21.55
7265,21.63
7267,21.48
7268,21.07
7269,21.08
7270,21.16
7271,21.26
7274,21.12
7275,21.12
7276,21.21
7277,21.51
7278,21.51
7279,21.08
7280,21.06
7281,21.42
7282,20.94
7283,21.12
7284,21.1
7286,21.1
7287,21.04
7288,21.13
7289,21.19
7290,21.15
7292,21
7293,20.78
7295,21.1
7296,21.64
7299,21.07
7300,20.37
7302,20.85
7306,20.84
7307,21.04
7308,21.64
7309,20.07
7310,18.62
7311,19.97
7312,21.43
7313,20.96
7315,21.06
7316,21.6
7317,21.01
7319,20.45
7320,21.21
7321,21.14
7322,20.27
7323,18.04
7324,21.33
7325,21.53
7327,19.19
7328,21.27
7329,21.51
7330,21.39
7331,21.81
7332,21.91
7333,21.78
7334,21.65
7335,21.73
7336,21.48
7338,21.84
7339,21.7
7340,21.29
7341,21.16
7342,21.05
7343,21.03
7344,22.3
7345,21.5
7346,21.42
7347,21.24
7348,21.91
7349,21.89
7351,21.35
7352,0
7354,21.07
7355,21.49
7356,21.9
7357,21.99
7359,21.05
7360,21.82
7361,21.17
7362,21.28
7364,21.14
7365,21.1
7366,21.21
7367,21.04
7368,21.32
7370,21.39
7371,21.54
7372,21.34
7373,21.4
7374,21.2
7375,19.96
7376,21.15
7377,21.19
7378,21.9
7379,21.28
7380,21.64
7381,21.67
7384,21.71
7386,21.72
7387,21.5
7388,21.82
7390,21.4
7391,21.64
7392,21.4
7393,21.51
7394,21.6
7395,21.49
7396,21.59
7397,21.6
7399,20.61
7400,19.36
7402,21.75
7403,21.62
7404,21.74
7405,21.7
7406,22
7407,21.99
7408,21.8
7409,20.5
7411,21.9
7412,21.97
7414,21.42
7416,20.29
7417,20.62
7419,21.7
7420,21.95
7421,20.84
7422,21.48
7423,21.33
7424,20.24
7428,21.49
7430,20.28
7432,21.4
7433,21.85
7434,21.91
7435,19.99
7436,22.34
7437,20.58
7438,22.09
7439,21.47
7440,21.53
7442,22.14
7443,21
7444,21.36
7445,21.72
7446,20.32
7448,21.2
7449,21.75
7451,21.21
7455,20.65
7456,21.18
7457,21.66
7458,21.98
7459,21.45
7460,21.27
7461,21.41
7462,20.95
7463,20.8
7464,20.02
7465,21.17
7472,20.84
7473,20.96
7474,21.61
7475,21.85
7476,22.73
7477,23.33
7479,22.11
7480,22.04
7481,22.57
7482,22.6
7483,22.46
7484,22.55
7485,22.73
7486,22.53
7487,22.45
7489,22.51
7490,22.21
7492,22.58
7493,22.23
7495,22.49
7496,22.16
7497,22.67
7498,22.62
7499,22.73
7500,22.8
7501,22.18
7502,22.28
7503,22.41
7505,22.51
7506,20.6
7507,22.29
7508,22.38
7509,22.54
7510,22.38
7512,22.08
7513,22.29
7514,20.3
7515,22.22
7516,21.96
7518,22.02
7521,20.52
7522,22.41
7524,20.15
7525,21.71
7526,22.32
7527,22.17
7528,22.19
7529,22.36
7531,22.48
7532,22.29
7533,22.4
7534,22.09
7535,22.39
7536,22.05
7537,22.18
7538,22.1
7539,22.4
7540,22.36
7541,22.77
7542,22.54
7543,22.42
7544,22.24
7545,22.48
7546,22.46
7547,22.31
7548,22.56
7549,22.49
7550,22.43
7551,22.47
7552,22.38
7553,22.79
7554,22.3
7555,22.3
7556,22.82
7557,22.92
7558,22.36
7559,22.3
7560,19.67
7561,22.54
7562,22.4
7563,22.08
7564,22.92
7565,22.51
7566,22.53
7567,22.08
7568,22.58
7571,22.35
7573,22.69
7574,22.8
7575,21.81
7577,22.95
7578,22.99
7580,22.03
7581,22.28
7582,22.32
7585,22.84
7586,22.01
7587,22.72
7588,22.71
7593,21.38
7595,22.85
7596,20.57
7597,21.8
7600,22.84
7601,22.05
7602,22.15
7603,22.55
7604,0
7605,23
7607,22.44
7610,22.91
7611,22.36
7612,22.3
7613,22.59
7614,21.51
7615,22.32
7616,22.25
7617,22.01
7619,22.44
7623,22.02
7625,21.89
7627,22.46
7631,22.67
7636,22.29
7637,21.87
7638,21.97
7639,22.84
7641,22.29
7645,22.99
7646,22.13
7647,21.48
7648,22.29
7650,22.03
7651,22.13
7653,21.74
7654,23.13
7655,21.77
7656,23.73
7657,23.3
7658,23.12
7659,23.22
7660,23.19
7661,23.19
7662,23.07
7664,23.08
7666,23.2
7668,23.08
7670,23.13
7671,22.06
7672,23.58
7673,23.41
7674,23.17
7675,23.27
7677,23.71
7678,23.44
7679,23.72
7680,23.54
7683,23.88
7684,23.65
7687,23.04
7688,23.14
7689,22.74
7691,23.13
7692,0
7693,23.37
7694,22.95
7695,23.07
7696,23.11
7697,23.38
7698,23.04
7699,23.91
7701,23.34
7702,23.22
7705,23.14
7707,23.15
7708,23.4
7709,23.11
7710,23.26
7711,23.81
7712,23.07
7713,23.41
7715,23.16
7717,23.3
7718,23.62
7720,23.15
7721,23.75
7722,22.5
7724,22.94
7726,21.4
7727,22.41
7728,22.54
7729,23.17
7733,23.05
7736,23.06
7738,23.02
7739,22.37
7740,22.69
7743,23.05
7746,22.64
7747,24.32
7748,24.75
7750,24.01
7752,24.27
7754,24.01
7755,24.2
7757,3.2
7758,2.19
7761,2.56
7762,2.46
7763,2.55
7764,2.06
7765,2.56
7766,2.19
7767,2.35
7768,1.73
7769,2.05
7770,1.75
7771,2.17
7772,1.88
7774,2.44
7775,2.2
7776,2.85
7777,2.35
7778,2.82
7780,2.46
7781,2.12
7782,2.25
7783,2.13
7785,2.31
7786,2.15
7787,0.99
7788,1.5
7789,2.35
7790,2.41
7791,2.51
7792,2.03
7793,2.94
7795,2.04
7796,2.52
7797,2.88
7798,1.66
7799,1.91
7800,2.16
7801,2.5
7805,2.09
7806,2.64
7807,2.21
7809,2.21
7812,2.04
7813,2.36
7814,2.23
7816,2.8
7817,2.11
7818,2.12
7819,2.85
7820,2.99
7821,2.72
7822,2.11
7823,2.49
7825,2.02
7827,2.6
7828,2.73
7829,2.68
7830,2.65
7831,2.41
7832,2.25
7833,2.25
7835,1.78
7836,2.21
7837,2.18
7838,2.77
7839,2.74
7840,2.63
7841,1.97
7844,2.24
7845,2.52
7846,2.93
7847,2.99
7848,2.35
7849,2.74
7850,2.93
7852,2.15
7853,1.25
7854,2.36
7855,2.93
7856,2.33
7857,2.25
7858,3.01
7860,2.75
7861,2.21
7862,2.42
7863,2.27
7864,2.17
7865,2.43
7867,2.09
7869,2.83
7870,2.8
7871,3.01
7872,2.09
7873,2.88
7874,2.29
7875,2.99
7876,2.82
7877,2.79
7878,2.54
7879,2.84
7880,2.29
7881,2.44
7882,2.58
7883,2.32
7884,2.38
7885,2.92
7886,2.9
7887,2.58
7888,2.83
7889,2.79
7890,2.37
7892,2.93
7893,2.05
7894,2.25
7895,2.43
7896,2.8
7897,2.61
7898,2.18
7899,2.93
7900,2.96
7901,2.02
7902,2.66
7903,2.62
7904,2.18
7905,2.5
7906,2.01
7907,1.84
7908,1.8
7909,2.14
7910,2.38
7911,2.47
7912,2.6
7913,2.08
7914,2.32
7915,2.34
7916,2.48
7917,2.03
7918,1.62
7919,1.93
7920,2.42
7921,2.21
7922,2.62
7923,2.47
7924,2.25
7925,2.46
7926,1.9
7927,1.35
7928,3.05
7929,2.27
7931,2.16
7932,-0.42
7933,2.82
7934,2.13
7935,1.41
7936,2.55
7937,2.53
7938,1.94
7939,1.95
7940,2.43
7941,1.62
7942,1.79
7943,1.6
7946,2.24
7947,2.35
7948,2.45
7951,2.05
7952,2.7
7953,2.27
7954,2.25
7956,2.87
7957,2.22
7958,2.51
7959,1.76
7960,2.5
7961,2.65
7962,2.25
7964,2.58
7965,1.54
7966,2.41
7967,2.14
7968,2.3
7969,2.36
7970,1.95
7971,2.21
7972,2.27
7974,2.34
7975,1.83
7978,1.79
7979,1.59
7980,2.73
7982,2.52
7983,2.03
7984,2.4
7985,2.41
7987,2.72
7988,2.43
7990,2.42
7991,2.44
7992,2.5
7993,2.71
7994,1.73
7995,1.69
7997,2.31
7999,2.41
8000,2.25
8002,2.25
8003,2.67
8004,2.28
8005,2.31
8006,2.33
8007,2.27
8008,2.23
8009,2.07
8010,1.24
8012,0.88
8013,1.94
8014,2.21
8019,2.29
8020,2.09
8024,1.03
8025,2.66
8026,2.23
8027,1
8028,1.65
8030,2.03
8031,0.85
8032,2.12
8033,2.08
8034,2.07
8037,1.73
8038,2.06
8039,2.93
8041,2.06
8042,2.39
8043,2.52
8045,1.96
8046,2.24
8047,1.99
8048,2.1
8049,2.38
8050,2.31
8051,2.49
8053,2.59
8054,2.49
8055,2.31
8056,2.63
8058,2.2
8060,2.59
8061,2.22
8063,2.36
8067,2.21
8068,2.39
8070,2.25
8071,1.85
8072,2.28
8073,2.38
8074,2.07
8075,25.08
8077,25.3
8078,25.1
8080,25.51
8082,3.3
8083,3.22
8084,3.44
8086,3.51
8087,3.84
8088,2.78
8089,3.47
8090,3.65
8092,3.14
8093,2.66
8094,2.94
8095,3.16
8096,3.42
8098,3.5
8099,3.02
8101,3.19
8104,3.47
8105,3.14
8106,3.85
8107,1.97
8108,3.25
8109,3.16
8111,3.39
8115,3.2
8116,3.19
8117,3.21
8118,3.45
8120,2.6
8121,3.4
8124,2.52
8126,3.02
8128,3.29
8129,3.52
8130,2.24
8131,3.11
8134,3.42
8135,3.59
8136,3.11
8137,2.39
8138,3.44
8139,3.37
8140,2.71
8141,3.09
8142,3.07
8143,3.12
8144,3.47
8145,3.6
8146,3.42
8147,3.28
8148,3.18
8149,3.38
8150,3.24
8152,2.32
8153,3.24
8154,3.1
8155,3.18
8156,3.82
8157,3.44
8158,3.29
8160,3.04
8161,3.61
8162,3.39
8163,3.84
8164,3.04
8165,3.3
8166,3.77
8167,2.89
8168,3.18
8170,3.93
8171,3.57
8172,3.39
8173,3.89
8174,3.06
8175,3.23
8176,3.46
8177,3.9
8180,2.93
8181,3.31
8183,3.5
8184,3.52
8185,3.4
8186,3.45
8187,3.57
8188,3.99
8189,3.48
8190,3.58
8191,3.72
8192,3.84
8193,3.99
8194,3.99
8195,2.92
8196,1.88
8197,3.88
8198,3.21
8199,3.03
8200,3.01
8202,3.63
8204,3.43
8205,3.36
8206,3.64
8207,3.44
8208,3.31
8209,3.7
8210,3.71
8211,3.51
8213,3.17
8214,3.35
8215,3.31
8216,3.3
8217,3.15
8218,3.81
8219,3.6
8220,3.28
8221,3.07
8223,3.57
8224,3.36
8225,3.84
8226,0
8227,3.14
8228,3.78
8229,3.07
8232,3.19
8233,3.24
8234,3.55
8235,3.43
8236,3.96
8237,3.31
8238,3.75
8239,3.4
8240,3.38
8241,2.46
8243,3.45
8244,3.78
8245,3.02
8246,3.68
8247,3.51
8248,3.15
8249,3.29
8250,3.43
8251,3.6
8252,3.5
8253,3.29
8254,3.56
8255,3.22
8256,3.43
8257,3.76
8258,3.3
8259,3.42
8260,3.15
8261,3.84
8262,3.85
8263,3.37
8264,2.97
8265,3.66
8266,3.23
8267,3.69
8268,3.71
8269,3.61
8270,3.48
8271,4.53
8272,5.19
8273,4.03
8274,3.37
8275,3.47
8276,3.26
8277,3.26
8278,3.49
8279,3.52
8280,3.44
8281,3.69
8282,3.53
8283,3.22
8284,3.82
8286,3.41
8287,3.37
8288,3.04
8289,3.46
8290,3.3
8291,3.89
8292,3.85
8294,3.45
8295,3.65
8297,3.7
8298,3.87
8299,3.64
8301,2.98
8302,3.59
8303,3.44
8304,3.93
8305,3.95
8306,3.36
8307,3.92
8308,2.59
8309,3.97
8310,3.88
8311,3.8
8312,3.63
8313,3.95
8314,3.3
8315,3.59
8316,3.9
8317,3.93
8318,3.89
8320,3.9
8321,3.22
8322,3.22
8323,3.92
8325,3.67
8326,3.5
8327,3.33
8328,3.91
8329,3.87
8330,3.76
8331,3.96
8332,3.23
8333,3.56
8334,2.74
8335,3.12
8336,3.9
8337,2.55
8338,3.5
8339,4.1
8340,3.4
8342,4
8343,3.95
8345,3.92
8346,4.01
8347,3.16
8348,2.93
8349,3.6
8350,3.97
8351,3.96
8352,3.67
8353,3.67
8354,4
8355,3.92
8356,3.64
8357,3.96
8358,3.81
8359,3.36
8360,3.59
8361,3.31
8363,3.29
8367,2.89
8369,3.63
8370,2.65
8371,3.48
8372,3.55
8373,3.7
8374,3.53
8375,2.95
8377,2.96
8378,3.67
8379,3.56
8380,3.6
8381,3.56
8382,3.72
8383,4.39
8384,3.4
8385,3.56
8387,3.43
8388,3.38
8390,3.39
8391,3.54
8392,3.54
8393,2.74
8394,3.42
8395,3.42
8396,3.69
8397,2.03
8399,3.32
8400,2.96
8402,3.68
8403,3.4
8405,3.58
8406,3.36
8407,3.27
8408,3.22
8409,3.57
8410,2.28
8411,2.87
8412,2.18
8413,3.59
8414,3.43
8415,3.49
8416,3.5
8417,3.05
8418,3.57
8419,3.29
8420,3.25
8421,3.11
8422,2.34
8423,2.95
8425,3.22
8426,3.55
8427,3.54
8429,3.45
8430,3.2
8431,3.51
8433,2.16
8434,3.15
8435,3.62
8436,3.58
8437,3.39
8438,3.65
8439,3.16
8440,1.96
8441,3.25
8442,2.93
8443,3.52
8444,2.65
8445,3.67
8446,3.6
8447,3.65
8450,2.7
8451,3.04
8453,3.38
8454,3.09
8455,3.61
8457,3.47
8458,3.37
8459,3.51
8460,3.11
8465,3.38
8466,3.28
8467,3.39
8468,2.77
8469,3.26
8470,3.77
8471,3.04
8472,3.06
8473,3.47
8474,1.81
8475,2.34
8476,2.01
8477,3.32
8478,3.22
8479,1.93
8481,3.29
8483,2.6
8484,3.41
8485,3.29
8487,2.61
8488,3.53
8489,3.08
8490,3.21
8491,2.77
8494,3.37
8495,2.79
8496,3.63
8497,3.36
8498,1.84
8499,4.24
8501,2.59
8502,2.64
8503,3.29
8506,3.22
8507,3.66
8509,3.69
8510,3.1
8511,2.14
8512,3.18
8513,2.79
8514,3.35
8515,4.05
8516,3.09
8517,2.96
8518,4.22
8519,3.57
8520,2.86
8522,3.05
8523,4.44
8524,4.24
8525,3.41
8526,3.58
8527,3.22
8528,3.34
8529,3.25
8531,3.49
8532,3.73
8535,3.26
8537,2.9
8538,1.94
8540,3.53
8541,3.93
8542,3.48
8543,2.98
8544,3.51
8545,3.35
8546,3.63
8547,3.49
8548,3.35
8549,2.97
8550,3.29
8551,6.66
8552,4.58
8553,4.49
8554,4.42
8555,4.89
8556,5.35
8557,5.02
8559,4.07
8560,4.3
8561,3.55
8562,4.51
8563,4.53
8564,4.58
8565,4.64
8566,4.4
8567,4.41
8569,4.67
8570,4.48
8572,4.1
8573,4.42
8574,4.1
8575,5.41
8576,4.54
8577,4.42
8578,4.48
8579,3.57
8580,5.25
8581,4.36
8582,4.22
8583,4.2
8584,4.76
8585,4.03
8586,4.74
8587,4.48
8588,4.69
8590,4.35
8592,4.59
8593,4.77
8594,4.35
8595,4.37
8596,4.24
8598,4.52
8599,4.1
8600,4.72
8601,5.01
8602,4.11
8603,4.48
8604,4.37
8605,4.52
8606,4.48
8608,4.23
8609,4.7
8611,4.85
8613,4.45
8614,4.52
8615,4.36
8616,4.09
8617,4.83
8618,4.61
8619,4.29
8620,4.13
8621,4.77
8623,4.23
8624,4.08
8626,4.15
8627,4.3
8628,4.51
8629,4.4
8630,4.29
8631,4.25
8632,4.37
8634,4.53
8635,4.66
8636,4.6
8639,4.42
8640,4.75
8641,4.6
8642,4.56
8643,4.95
8644,4.72
8645,4.85
8646,4.47
8647,4.24
8648,4.85
8649,4.34
8650,4.23
8654,3.64
8655,4.63
8657,4.25
8658,4.23
8659,4.31
8660,4.28
8661,4.34
8662,4.04
8664,4.11
8665,4.42
8666,4.43
8667,4.57
8668,4.83
8669,4.1
8670,4.52
8671,4.1
8674,4.49
8675,4.91
8676,4.76
8677,4.86
8678,4.09
8679,3.8
8680,4.5
8681,4.88
8682,4.82
8683,4.27
8684,4.38
8685,4.27
8689,4.81
8690,4.63
8691,4.54
8692,4
8693,4.05
8694,4.69
8695,4.21
8696,4.16
8697,4.2
8698,4.69
8699,4.94
8701,4.76
8702,4.33
8703,4.93
8704,4.44
8707,4.36
8708,4.59
8710,4.7
8711,4.55
8712,4.3
8713,3.95
8714,4.64
8715,4.09
8716,4.19
8717,4.59
8718,4.28
8719,4.26
8721,4.33
8722,4.25
8724,4.64
8725,3.88
8726,4.47
8727,4.05
8729,4.77
8731,4.5
8732,4.5
8734,4.02
8736,4.23
8738,4.44
8739,4.46
8740,4.81
8741,4.9
8742,4.43
8743,4.51
8744,4.51
8745,4.2
8746,5.14
8747,4.76
8749,4.4
8751,4.95
8752,4.73
8754,4.6
8755,4.49
8756,4.75
8757,4.32
8758,4.2
8759,4.4
8760,4.14
8761,4.12
8764,4.51
8765,4.4
8768,4.93
8770,4.29
8771,4.21
8772,4.45
8776,4.85
8777,4.18
8778,4.49
8779,4.16
8780,4.49
8781,4.3
8782,4.81
8783,4.94
8784,4.63
8786,4.74
8787,4.88
8788,4.45
8789,4.15
8790,3.74
8791,3.93
8792,4.3
8794,4.41
8795,4.89
8796,6.11
8797,6.14
8799,4.61
8800,4.63
8801,4.26
8802,4.22
8803,4.66
8804,4.43
8805,4.24
8806,4.6
8807,4.32
8808,4.83
8809,5
8810,4.86
8811,5
8812,4.62
8813,4.54
8814,4.45
8815,4.18
8816,4.22
8817,4.3
8818,4.53
8819,4.3
8820,4.92
8821,4.64
8822,4.73
8823,4.69
8824,4.97
8825,4.23
8826,4.47
8827,4.11
8829,4.3
8830,3.83
8831,4.09
8832,4.15
8833,4.63
8835,5.27
8836,4.96
8837,4.67
8838,4.91
8839,4.22
8840,4.22
8841,4.76
8842,4.54
8844,4.69
8845,4.57
8846,4.6
8847,4.46
8848,4.51
8849,4.63
8850,4.63
8851,4.06
8852,4.57
8853,4.82
8855,4.72
8859,4.16
8860,4.28
8861,4.14
8862,4.74
8863,4.68
8864,4.31
8865,5.21
8866,5.05
8867,4.17
8868,4.44
8869,4.06
8871,4.83
8872,4.19
8874,4.63
8875,4.34
8876,4.12
8878,4.75
8880,3.5
8881,4.07
8882,4.04
8883,4.15
8884,4.4
8885,4.23
8886,4.08
8887,4.06
8889,5.02
8890,4.12
8891,4.32
8892,4.08
8893,4.53
8894,4.89
8895,4.58
8896,4.15
8897,4.51
8898,4.89
8899,5.05
8900,4.84
8901,4.89
8902,4.02
8903,3.75
8904,4.95
8906,4.35
8907,4.49
8908,4.7
8909,4.19
8910,4.06
8911,4.44
8912,4.65
8913,4.91
8914,4.46
8915,4.36
8917,4.78
8918,4.87
8919,4.13
8920,4.4
8921,4.9
8922,4.28
8923,4.51
8924,4.56
8925,4.74
8926,4.24
8928,4.72
8929,4.61
8930,4.47
8931,4.66
8932,4.75
8933,4.75
8935,4.11
8936,3.98
8938,4.06
8939,4.86
8940,4.48
8941,4.41
8942,4.41
8943,4.12
8945,4.33
8946,4.84
8947,4.84
8948,4.29
8949,4.86
8950,4.27
8951,4.02
8952,4.49
8953,4.6
8954,4.84
8955,4.65
8956,4.71
8957,4.93
8958,4.41
8960,4.7
8961,4.06
8962,4.79
8963,4.37
8964,4.61
8965,4.54
8966,4.32
8967,4.45
8968,4.74
8969,4.5
8970,4.59
8971,4.1
8972,4.65
8973,4.73
8975,4.51
8976,5.97
8978,4.04
8979,4.05
8980,5.04
8981,4.32
8982,4.52
8983,4.73
8984,4.1
8985,4.98
8986,4.14
8987,4.33
8988,4.66
8989,4.11
8990,4.84
8991,4.01
8992,4.43
8993,3.83
8994,4.82
8995,4.98
8996,4.96
8997,3.39
8999,4.32
9001,4.91
9002,4.7
9003,4.89
9004,4.14
9005,4.48
9006,4.85
9008,4.47
9009,4.42
9010,4.89
9011,4.62
9012,4.8
9013,4.74
9014,4.85
9015,3.88
9016,4.65
9017,4.58
9018,4.13
9019,4.28
9020,4.24
9021,4.16
9022,4.22
9023,4.17
9024,4.64
9025,4.27
9026,4.85
9028,4.52
9029,4.63
9031,4.98
9032,4.67
9033,4.25
9034,4.37
9035,3.98
9036,3.93
9037,4.28
9038,3.96
9039,4.42
9040,4.37
9041,4.23
9042,4.28
9043,4.57
9045,4.48
9046,5.02
9047,4.67
9048,4.35
9049,4.82
9050,4.6
9051,4.81
9052,4.59
9053,4.45
9055,4.36
9057,4.95
9058,4.9
9059,4.63
9060,4.86
9061,4.61
9062,4.48
9064,4.98
9065,4.95
9066,4.36
9068,4.77
9069,4.48
9070,4.51
9071,4.67
9072,4.05
9073,4.23
9074,4.5
9075,4.44
9076,4.04
9077,3.99
9078,4.29
9079,4.01
9080,4.12
9081,4.37
9084,3.85
9085,4.33
9086,4.48
9087,4.86
9088,4.01
9089,3.89
9090,4.77
9091,4.24
9092,4.12
9094,4.56
9095,2.69
9096,4.49
9097,4.04
9098,4.66
9099,4.57
9100,3.72
9103,4.57
9104,4.41
9107,4.63
9108,4.53
9109,4.18
9110,4.77
9111,4.37
9112,4.05
9113,3.46
9114,3.74
9115,4.12
9116,3.25
9117,3.92
9118,4.25
9119,3.83
9120,3.94
9121,4.05
9122,4.12
9123,4.23
9124,4.23
9125,4.45
9126,4.91
9127,4.03
9129,4.51
9130,4.25
9131,4.45
9133,3.5
9134,4.48
9135,4.57
9136,4.86
9137,4.66
9138,4.81
9139,4.28
9140,4.4
9141,3.85
9142,4.17
9144,4.93
9145,4.64
9146,4.93
9147,4.23
9148,4.36
9149,4.93
9150,3.9
9151,4.55
9153,3.48
9154,4.79
9155,3.04
9156,3.78
9157,3.74
9159,3.95
9160,4.68
9162,4.25
9164,4.31
9165,3.8
9166,4.46
9168,4.34
9169,4.5
9170,2.78
9171,4.46
9172,4
9173,3.08
9174,4.59
9175,4.71
9176,4.39
9177,3.3
9178,2.48
9179,4.41
9180,4.74
9181,4.46
9182,4.45
9183,3.93
9184,3.65
9185,4.37
9186,4.02
9187,3.79
9188,4.47
9189,4.37
9190,4.22
9191,4.4
9192,4.29
9193,4.13
9194,4.55
9195,3.57
9196,4
9197,3.66
9198,3.45
9199,4.44
9201,4.41
9202,4.96
9203,4.26
9204,4.48
9205,3.98
9206,3.91
9207,4.38
9208,3.41
9209,3.64
9210,3.88
9211,4.03
9212,3.52
9213,3.74
9214,4.25
9216,5.14
9217,4.7
9218,3.97
9219,4.42
9220,4.82
9221,4.02
9222,4.16
9223,4.39
9224,4.31
9226,4.56
9228,4.32
9229,4.61
9230,4.41
9231,3.97
9233,4.69
9234,3.47
9237,5.24
9238,4.05
9239,4.33
9240,3.88
9241,5.04
9243,5.28
9244,3.11
9245,4.15
9246,4.46
9247,4.31
9248,4.4
9249,4.25
9250,4.41
9251,4.21
9253,4.45
9254,4.03
9255,3.39
9256,4.3
9257,4.12
9258,4.02
9260,4.49
9261,4.65
9263,4.61
9264,4.37
9265,4.58
9266,5.56
9267,4.45
9268,3.24
9270,3.32
9271,4.41
9273,4.35
9276,4.69
9277,4.53
9279,4.27
9281,4.57
9282,4.91
9284,4.32
9286,4.75
9287,4.63
9288,4.51
9290,4.25
9291,4.61
9293,4.66
9294,4.76
9295,4.17
9296,4.47
9297,4.27
9299,4.29
9300,4.55
9301,4.69
9303,4.18
9304,0.4
9306,0.72
9307,0.92
9309,0.38
9310,0.39
9311,0.29
9312,0.58
9313,0.38
9314,0.67
9315,0.36
9316,0.3
9317,0.44
9318,0.52
9319,0.06
9320,0.44
9321,0.22
9322,0.17
9323,0.61
9324,0.28
9325,0.65
9326,0.5
9327,0.46
9328,0.62
9329,0.07
9330,-0.03
9331,-0.37
9332,-0.1
9333,0.3
9335,0.32
9336,0.33
9337,0.97
9338,0.88
9339,1.21
9340,-0.54
9341,1.2
9345,-0.34
9346,0.98
9348,0.28
9349,0.34
9351,0.6
9352,0.38
9353,0.37
9354,0.31
9355,-0.76
9356,0.42
9357,0.7
9358,0.45
9359,0.48
9360,0.34
9361,0.39
9362,0.34
9365,0.14
9366,0.09
9368,0.53
9369,0.45
9370,0.08
9371,0.24
9372,-0.06
9373,0.21
9374,0.35
9375,0.4
9376,0.21
9377,0.57
9378,0.05
9379,0.4
9380,0.54
9381,0.36
9382,0.49
9383,0.4
9384,0.74
9385,0.44
9386,0.39
9387,0.25
9388,0.65
9389,0.28
9390,-0.21
9391,-0.02
9393,0.42
9394,0.18
9395,0.56
9396,0.22
9397,0.5
9398,0.19
9399,0.49
9400,0.01
9401,0.57
9402,0.52
9403,0.27
9405,0.3
9406,0.74
9407,0.75
9409,0.43
9410,0.31
9411,0.45
9412,0.3
9413,0.29
9414,0.34
9415,0.32
9416,0.07
9417,0.14
9418,0.09
9419,0.56
9420,0.37
9421,0.38
9423,-0.09
9424,0.65
9425,0.39
9426,0.14
9428,-0.04
9429,-0.01
9430,0.76
9431,0.08
9432,0.03
9433,1.15
9434,0.96
9435,0.93
9436,0.25
9437,0.45
9438,0.42
9439,-0.71
9440,0.58
9441,0.32
9442,0.41
9443,-0.62
9444,-0.84
9445,-0.08
9446,0.21
9448,-0.03
9449,0.35
9451,-0.37
9452,0.18
9453,5.2
9454,4.9
9455,4.67
9457,5.11
9458,5.74
9460,6.65
9461,5.26
9462,5.47
9463,5.26
9464,5.51
9466,5.29
9467,6.31
9468,5.5
9469,5.53
9470,7.04
9472,5.09
9473,5.22
9474,5.47
9475,5.49
9477,5.66
9478,5.79
9479,4.91
9482,5.73
9483,5.26
9484,4.72
9485,5.31
9486,5.43
9488,5
9489,4.45
9490,5.47
9491,5.35
9492,5.6
9493,5.41
9494,5.38
9495,5.35
9496,5.3
9497,5.51
9499,5.77
9501,5.44
9502,5.12
9503,5.15
9504,5.59
9505,5.17
9508,5.23
9509,5.25
9510,5.46
9511,5.51
9512,5.35
9514,5.51
9515,5.05
9516,5.38
9517,5.35
9518,5.53
9519,6.06
9520,5.04
9521,5.31
9523,5.36
9524,5.13
9525,5.39
9526,5.14
9527,6.13
9528,5.9
9530,5.46
9531,5.57
9532,5.48
9533,5.9
9536,5.52
9537,5.63
9538,6.19
9539,5.55
9541,5.56
9542,5.86
9543,4.63
9545,5.48
9546,5.3
9547,5.07
9548,6.03
9549,5.45
9550,5.21
9551,5.06
9552,5.78
9554,5.87
9556,5.17
9557,5.13
9559,5.32
9561,5.41
9562,4.97
9564,4.93
9566,5.09
9568,5.4
9569,5.48
9570,5.11
9571,5.81
9573,4.83
9574,5.17
9575,5.01
9577,5.14
9578,5.52
9581,5
9582,5.52
9583,5.8
9584,5.56
9585,5.67
9587,5.01
9588,5.15
9589,4.97
9590,5.37
9591,5.02
9593,5.26
9594,5.82
9595,5.41
9597,5.37
9598,5.48
9599,5.84
9600,5.26
9601,5.59
9602,5.57
9603,4.58
9604,4.97
9605,5.1
9606,5.52
9608,5.9
9609,5.21
9610,5.6
9611,5.34
9612,5.18
9613,5.15
9614,5.91
9615,5.74
9616,5.48
9617,5.89
9618,5.82
9619,5.92
9620,5.54
9621,5.52
9622,4.42
9623,5.43
9624,5.58
9625,5.19
9626,5.4
9627,5.16
9628,5.35
9629,5.59
9630,5.67
9631,5.57
9632,5.04
9633,5.4
9634,5.03
9635,5.67
9636,5.64
9637,5.43
9638,5.53
9639,5.09
9640,5.51
9641,5.38
